管理番号,管理名称,管理担当部課名,組織管理区分１名,利用者名,設置場所,設置場所詳細
25PA0Y3757,Office Standard SLng LSA OLV N,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25PA0Y3767,Office Standard SLng LSA OLV N,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25PA1E4604,LLM検証用_DGX_Spark#2,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25PA1J9180,DuoSIMχ号機 SMSA,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25PA1L5918,海外商用_対向系_アンテナカプラ,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25PA1L5928,海外商用_対向系_アンテナカプラ,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25PA1R3484,対向系_IMS-INFone_202601,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25PA1S3423,GT系_自動化_D-ATT_2026#6,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25PA1S4983,SFP-10/25G-LR-S=,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25PA1X4208,ＧａｌａｘｙＳ２５ＵｌｔｒａＳ,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25PA1X4218,ＧａｌａｘｙＳ２５ＵｌｔｒａＳ,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25PA1X4228,ＡＱＵＯＳ　ｓｅｎｓｅ１０　Ｓ,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25PA1X4238,ＡＱＵＯＳ　Ｒ１０　ＳＨ－５１,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25PA1X4248,ＡＱＵＯＳ　Ｒ１０　ＳＨ－５１,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25PA1X4258,ＡＱＵＯＳ　Ｒ１０　ＳＨ－５１,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25PA1X4268,ＡＱＵＯＳ　Ｒ１０　ＳＨ－５１,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25PA1X4278,ＡＱＵＯＳ　Ｒ１０　ＳＨ－５１,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25PA1Y3127,2025_CP試験用_mousePC,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25PA221646,L1L2系_IMS-GW Server_202603#1,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25PA233385,海外商用 1FMMU 架台#3,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25PA236275,N301AC電源工事_L1L2_202603_2系,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25PA237345,海外商用_安定化電源2603#5,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25PA2G1072,海外商用系用_Cisco N540_2509#8,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25PA2G1082,海外商用系用_Cisco N540_2509#1,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25PA2G1092,海外商用系用_Cisco N540_2509#2,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25PA2G1102,海外商用系用_Cisco N540_2509#3,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25RA016348,海外商用_RIC_シールドボックス,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25RA0X6959,商模_N4001_45GSRU_1,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25RA0Y3748,Office Standard SLng LSA OLV N,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25RA0Y3758,Office Standard SLng LSA OLV N,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25RA1E1235,4GvRAN(2.6版)向けEPC-iSIMライ,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25RA1E5205,SSCUPoC用配線(N101-WN501/EN401,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25RA1J9181,DuoSIMχ号機 DBA #1,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25RA1L5919,海外商用_対向系_アンテナカプラ,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25RA1L5929,海外商用_対向系_アンテナカプラ,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25RA1S3424,GT系_自動化_D-ATT_2026#7,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25RA1U2492,UE-SIM_HW(VIAVI,E500-AS2)-06,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25RA1W2760,海外商用_電波吸収壁_202601_#5,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25RA1X4209,ＧａｌａｘｙＳ２５ＵｌｔｒａＳ,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25RA1X4219,ＧａｌａｘｙＳ２５ＵｌｔｒａＳ,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25RA1X4229,ＡＱＵＯＳ　ｓｅｎｓｅ１０　Ｓ,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25RA1X4239,ＡＱＵＯＳ　Ｒ１０　ＳＨ－５１,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25RA1X4249,ＡＱＵＯＳ　Ｒ１０　ＳＨ－５１,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25RA1X4259,ＡＱＵＯＳ　Ｒ１０　ＳＨ－５１,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25RA1X4269,ＡＱＵＯＳ　Ｒ１０　ＳＨ－５１,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25RA1X4279,ＡＱＵＯＳ　Ｒ１０　ＳＨ－５１,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25RA1Y3128,2025_CP試験用_Endevor_PC,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25RA221647,L1L2系_IMS-GW Server_202603#2,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25RA233386,海外商用 1FMMU 架台#4,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25RA236276,N301AC電源工事_L1L2_202603_6系,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25RA237346,海外商用_安定化電源2603#6,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25RA2G1073,海外商用系用_Cisco N540_2509#9,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25RA2G1083,海外商用系用_Cisco N540_2509#1,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25RA2G1093,海外商用系用_Cisco N540_2509#2,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25RA2G1103,海外商用系用_Cisco N540_2509#3,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25SA0C7578,対向系37G_SS-RRU_202508,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25SA0S7925,海外商用_FRRU2508#1,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25SA0T5584,海外商用_EC302_RIC光配線工事,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25SA0Y3749,Office Standard SLng LSA OLV N,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25SA0Y3759,Office Standard SLng LSA OLV N,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25SA0Y4919,L1L2_100Gスイッチ,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25SA133097,グローバルＬＴＥ基地局装置に関,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25SA173743,トラヒック解析ツール作成委託＿,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25SA1B3739,EricssonLTE装置事前検証サポー,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25SA1E1236,4GvRAN(2.6版)向けEPC-iSIMライ,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25SA1J9182,DuoSIMχ号機 DBA #2,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25SA1S3425,GT系_自動化_D-ATT_2026#8,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25SA1U2493,UE-SIM_HW(VIAVI,E500-AS2)-08,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25SA1W2761,対向系_電波吸収壁_202601_#1,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25SA221648,L1L2系_CN-SIM_SW_VoNR_01,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25SA237347,海外商用_安定化電源2603#7,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25SA2F2735,OS/OM シリーズ ブレークアウト,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25SA2G1074,海外商用系用_Cisco N540_2509#1,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25SA2G1084,海外商用系用_Cisco N540_2509#2,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25SA2G1094,海外商用系用_Cisco N540_2509#3,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25TA045867,安定化電源_海外商用_RIC_2025#1,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25TA0C7579,対向系45G_SS-RRU_202508,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25TA1E1237,4GvRAN(2.6版)向けEPC-iSIMライ,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25TA1E3587,商用模擬試験用DKKRU#1,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25TA1U2494,UE-SIM_SW(VIAVI,E500-AS2)-06,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25TA1U9824,仮想化_ファイルサーバPurestora,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25TA1W2762,対向系_電波吸収壁_202601_#2,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25TA221649,L1L2系_CN-SIM_SW_VoNR_06,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25TA234428,25年度_FR_端末一式,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25TA237348,海外商用_安定化電源2603#8,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25TA2G1065,海外商用系用_Cisco N540_2509#1,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25TA2G1075,海外商用系用_Cisco N540_2509#1,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25TA2G1085,海外商用系用_Cisco N540_2509#2,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25TA2G1095,海外商用系用_Cisco N540_2509#3,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25UA045868,安定化電源_海外商用_RIC_2025#2,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25UA083704,ＣＰ系_スイッチ_Cisco,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25UA099663,海外商用系LAN工事_20205_07,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25UA0J3514,IMSIキャッチャー動向調査報告書,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25UA1E3588,商用模擬試験用DKKRU#2,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25UA1U2495,UE-SIM_SW(VIAVI,E500-AS2)-08,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25UA1U4015,光スプリッタ(SMP1)_L1L2_202603,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25UA1W2763,対向系_電波吸収壁_202601_#3,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25UA237349,海外商用_安定化電源2603#9,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25UA274695,FR系VATT2604#1,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25UA2G1066,海外商用系用_Cisco N540_2509#2,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25UA2G1076,海外商用系用_Cisco N540_2509#1,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25UA2G1086,海外商用系用_Cisco N540_2509#2,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25UA2G1096,海外商用系用_Cisco N540_2509#3,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25VA045869,安定化電源_海外商用_RIC_2025#3,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25VA099664,YRP1号館N101配線工事,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25VA1E3589,商用模擬試験用DKKRU#3,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25VA1S3418,GT系_自動化_D-ATT_2026#1,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25VA1U4016,QXCM/QCATライセンス_202601＃1,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25VA1W2764,対向系_電波吸収壁_202601_#4,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25VA274696,FR系VATT2604#2,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25VA2F6768,対向系_NEC_CCｰC_2603,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25VA2G1067,海外商用系用_Cisco N540_2509#3,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25VA2G1077,海外商用系用_Cisco N540_2509#1,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25VA2G1087,海外商用系用_Cisco N540_2509#2,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25VA2G1097,海外商用系用_Cisco N540_2509#3,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25WA1S3419,GT系_自動化_D-ATT_2026#2,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25WA1U4017,QXCM/QCATライセンス_202601＃2,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25WA1W2765,対向系_電波吸収壁_202601_#5,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25WA1W6775,VIAVI社製UE-SIM用1500UEソフト(,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25WA271807,4GvRAN(3.0)IPNF_eNB support 10,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25WA2F6769,対向系_NEC_PHY-HLｰC_2603,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25WA2G1068,海外商用系用_Cisco N540_2509#4,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25WA2G1078,海外商用系用_Cisco N540_2509#1,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25WA2G1088,海外商用系用_Cisco N540_2509#2,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25WA2G1098,海外商用系用_Cisco N540_2509#3,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25XA164699,20250926_IMSIキャッチャー,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25XA1U9828,DuoSIM-5G VoNR対応SW(Mobility,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25XA1W2756,海外商用_電波吸収壁_202601_#1,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25XA1W2766,対向系_電波吸収壁_202601_#6,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25XA1W6776,VIAVI社製UE-SIM用1500UEソフト(,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25XA271808,4GvRAN(3.0)IPNF_IPv4/IPv6 Dual,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25XA297776,DuoSIM-5G eCPRI LTE対応SW (α,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25XA2G1069,海外商用系用_Cisco N540_2509#5,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25XA2G1079,海外商用系用_Cisco N540_2509#1,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25XA2G1089,海外商用系用_Cisco N540_2509#2,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25XA2G1099,海外商用系用_Cisco N540_2509#3,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25YA1W2757,海外商用_電波吸収壁_202601_#2,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25YA1W2767,対向系_電波吸収壁_202601_#7,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25YA271809,4GvRAN(3.0)IPNF_IPv4/IPv6 Dual,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25ZA099898,N301_ラック取付工事,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25ZA0W7608,202509_海外商用_QXDM/QCATライ,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25ZA1W2758,海外商用_電波吸収壁_202601_#3,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
25ZA1W2768,対向系_電波吸収壁_202601_#8,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
26PA002927,パケットキャプチャ装置（nG-iCA,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
26SA002739,パケットキャプチャ装置（nG-iCA,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,,
09T10C9325,電源増設工事(N301),無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,,,-,
21NA0S5436,iPhone13 256GB<ブルー>,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,ドコモ管理,,フロア階,社員居室_利用者管理
24ZA297979,GalaxyS24_業電,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,ドコモ管理,,利用者持出,業務連絡用
20JA161472,HWY解析用MacBookPro2,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,ドコモ管理,,山王24F,事業企画回収済み
22SA0S9538,Ｇａｌａｘｙ　Ｓ２２　Ｕｌｔｒ,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,ドコモ管理,,山王24F廊下側無シ技書庫保管,山王24F廊下側無シ技書庫保管
09110G4809,IMT2000無線基地局装置ｿﾌﾄｳｪｱ04B,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,ドコモ管理,,山王PT 24階,書庫(高)
09210J3448,IMT2000高密度ﾏﾙﾁﾊﾞﾝﾄﾞBTSｿﾌﾄｳｪｱ,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,ドコモ管理,,山王PT 24階,書庫(高)
09M1003772,ＩＭＴ２千ＢＴＳメンテナンスツ,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,ドコモ管理,,山王PT 24階,書庫(高)
09M10A9202,IMT2000無線基地局装置類ﾌﾟﾛｸﾞﾗﾑ,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,ドコモ管理,,山王PT 24階,書庫(高)
09M10B2261,IMT-2000無線基地局装置ﾌﾟﾛｸﾞﾗﾑ0,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,ドコモ管理,,山王PT 24階,書庫(高)
09N1003773,ＩＭＴ２０００無線基地局装置Ａ,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,ドコモ管理,,山王PT 24階,書庫(高)
09P1003774,ＩＭＴ２０００無線基地局装置ソ,無ｱﾃﾞ 無線ｼｽﾃﾑ技･無線ｼｽﾃﾑ技,ドコモ管理,,山王PT 24階,書庫(高)
